ticker,company,gics_sector,source
CRWV,CoreWeave,Information Technology,B-AI赛道4
NBIS,Nebius Group,Information Technology,B-AI赛道4
APLD,Applied Digital,Information Technology,B-AI赛道4
IREN,Iren,Information Technology,B-AI赛道4
MRVL,Marvell Technology,Information Technology,B-AI赛道4
ALAB,Astera Labs,Information Technology,B-AI赛道4
AVGO,Broadcom,Information Technology,B-AI赛道4
NVDA,NVIDIA,Information Technology,B-AI赛道4
FN,Fabrinet,Information Technology,B-AI赛道4
LITE,Lumentum Holdings,Information Technology,B-AI赛道4
COHR,Coherent,Information Technology,B-AI赛道4
CRDO,Credo Technology Group,Information Technology,B-AI赛道4
CIEN,Ciena,Information Technology,B-AI赛道4
AAOI,Applied Optoelectronics,Information Technology,B-AI赛道4
MU,Micron Technology,Information Technology,B-AI赛道4
SSNLF,Samsung Electronics (GDR),Information Technology,B-AI赛道4
SNDK,Sandisk,Information Technology,B-AI赛道4
WDC,Western Digital,Information Technology,B-AI赛道4
STX,Seagate Technology,Information Technology,B-AI赛道4
ASX,ASE Technology Holding,Information Technology,B-AI赛道4
ONTO,Onto Innovation,Information Technology,B-AI赛道4
BESI,BE Semiconductor Industries,Information Technology,B-AI赛道4
AMKR,Amkor Technology,Information Technology,B-AI赛道4
TSM,Taiwan Semiconductor Manufacturing,Information Technology,B-AI赛道4
ASML,ASML Holding,Information Technology,B-AI赛道4
AMAT,Applied Materials,Information Technology,B-AI赛道4
LRCX,Lam Research,Information Technology,B-AI赛道4
KLAC,KLA,Information Technology,B-AI赛道4
MKSI,MKS Instruments,Information Technology,B-AI赛道4
PLAB,Photronics,Information Technology,B-AI赛道4
VST,Vistra,Utilities,B-AI赛道4
CEG,Constellation Energy,Utilities,B-AI赛道4
TLN,Talen Energy,Utilities,B-AI赛道4
NRG,NRG Energy,Utilities,B-AI赛道4
AEP,American Electric Power,Utilities,B-AI赛道4
SO,Southern Company,Utilities,B-AI赛道4
D,Dominion Energy,Utilities,B-AI赛道4
DUK,Duke Energy,Utilities,B-AI赛道4
BE,Bloom Energy,Industrials,B-AI赛道4
