ticker,company,gics_sector,source
ACT,Enact Holdings,Financials-Insurance,B-GICS1
AIG,American International Group,Financials-Insurance,B-GICS1
MRSH,Marsh & McLennan,Financials-Insurance Broker,B-GICS1
AFG,American Financial Group,Financials-Insurance,B-GICS1
CRD.A,Crawford & Company,Financials-Insurance Services,B-GICS1
AJG,Arthur J. Gallagher,Financials-Insurance Broker,B-GICS1
BRO,Brown & Brown,Financials-Insurance Broker,B-GICS1
TRV,The Travelers Companies,Financials-Insurance,B-GICS2
ALL,The Allstate Corporation,Financials-Insurance,B-GICS2
CINF,Cincinnati Financial,Financials-Insurance,B-GICS2
HIG,The Hartford,Financials-Insurance,B-GICS2
IGIC,International General Insurance,Financials-Specialty Insurance,B-GICS3
KNSL,Kinsale Capital Group,Financials-Specialty Insurance,B-GICS3
RLI,RLI Corp,Financials-Specialty Insurance,B-GICS3
SIGI,Selective Insurance Group,Financials-Specialty Insurance,B-GICS3
EG,Everest Group,Financials-Reinsurance,B-GICS3
RNR,RenaissanceRe Holdings,Financials-Reinsurance,B-GICS2;NA-15hedge
OKTA,Okta,IT-Software/Cybersecurity,B-GICS4
S,SentinelOne,IT-Software/Cybersecurity,B-GICS4
CYBR,CyberArk Software,IT-Software/Cybersecurity,B-GICS4
CVLT,Commvault Systems,IT-Software/Cybersecurity,B-GICS4
FTNT,Fortinet,IT-Software/Cybersecurity,B-GICS4
CRWD,CrowdStrike Holdings,IT-Software/Cybersecurity,B-GICS5
PANW,Palo Alto Networks,IT-Software/Cybersecurity,B-GICS5
ZS,Zscaler,IT-Software/Cybersecurity,B-GICS5
RBRK,Rubrik,IT-Software/Cybersecurity,B-GICS5
NOW,ServiceNow,IT-Software/SaaS,B-GICS5
AVGO,Broadcom,IT-Semiconductors,B-GICS6;D1
DELL,Dell Technologies,IT-Tech Hardware,B-GICS6;B-GICS7
WDC,Western Digital,IT-Tech Hardware/Storage,B-GICS6;B-GICS7
ANET,Arista Networks,IT-Networking,B-GICS6
NTAP,NetApp,IT-Storage,B-GICS6
SMCI,Super Micro Computer,IT-Tech Hardware/AI Server,B-GICS7
STX,Seagate Technology,IT-Storage,B-GICS7
IREN,Iris Energy,IT-AI Data Center,B-GICS7;D2
CRDO,Credo Technology Group,IT-AI Connectivity,B-GICS7;D2
MRVL,Marvell Technology,IT-Semiconductors,B-GICS7
TSM,TSMC (ADR),IT-Semiconductor Foundry,B-GICS8
AMAT,Applied Materials,IT-Semiconductor Equipment,B-GICS8
LRCX,Lam Research,IT-Semiconductor Equipment,B-GICS8
INTC,Intel,IT-Semiconductor Foundry,B-GICS8;D6
MU,Micron Technology,IT-Memory Semiconductors,B-GICS8;B-GICS9
NVDA,NVIDIA,IT-Semiconductors,B-GICS9
AMD,Advanced Micro Devices,IT-Semiconductors,B-GICS9
ON,ON Semiconductor,IT-Semiconductors/Power,B-GICS9;D7
KLAC,KLA Corporation,IT-Semiconductor Equipment,B-GICS8
SNDK,Sandisk,IT-Memory Semiconductors,B-GICS9
NEE,NextEra Energy,Utilities-Renewable,B-GICS10
SO,Southern Company,Utilities,B-GICS10
D,Dominion Energy,Utilities,B-GICS10
PCG,PG&E Corp,Utilities,B-GICS10
NGG,National Grid (ADR),Utilities,B-GICS10
EXC,Exelon,Utilities,B-GICS10
CEG,Constellation Energy,Utilities-Nuclear,B-GICS10
VST,Vistra Corp,Utilities-Nuclear,B-GICS10
AGX,Argan Inc,Utilities/Energy EPC,B-GICS10
DLR,Digital Realty Trust,Real Estate-Data Center REIT,B-GICS11;D7
EQIX,Equinix,Real Estate-Data Center REIT,B-GICS11
RFI,Cohen & Steers REIT Fund,Real Estate-REIT CEF,B-GICS12
O,Realty Income,Real Estate-Retail REIT,B-GICS12
VICI,VICI Properties,Real Estate-Gaming REIT,B-GICS12
SPG,Simon Property Group,Real Estate-Retail REIT,B-GICS12
PDD,PDD Holdings,Consumer Discretionary-China Ecommerce,NA-13;NA-14
JD,JD.com,Consumer Discretionary-China Ecommerce,NA-13;NA-14
BABA,Alibaba Group,Consumer Discretionary-China Ecommerce,NA-14
BILI,Bilibili,Communication Services-China,NA-14
FUTU,Futu Holdings,Financials-China Brokerage,NA-14
NTES,NetEase,Communication Services-China Gaming,NA-13
TCEHY,Tencent Holdings (ADR),Communication Services-China,NA-13
BIDU,Baidu,Communication Services-China,NA-13
LI,Li Auto,Consumer Discretionary-China EV,NA-13
NEM,Newmont,Materials-Gold Mining,NA-15
AEM,Agnico Eagle Mines,Materials-Gold Mining,NA-15
GDX,VanEck Gold Miners ETF,Materials-Gold Mining ETF,NA-15
FNV,Franco-Nevada,Materials-Precious Metals Royalty,NA-15;NA-16
WPM,Wheaton Precious Metals,Materials-Precious Metals Royalty,NA-16
RGLD,Royal Gold,Materials-Precious Metals Royalty,NA-16
GOLD,Barrick Mining,Materials-Gold Mining,NA-15
LMT,Lockheed Martin,Industrials-Defense,NA-17
RTX,RTX Corporation,Industrials-Defense,NA-17
NOC,Northrop Grumman,Industrials-Defense,NA-17
GD,General Dynamics,Industrials-Defense,NA-17
LHX,L3Harris Technologies,Industrials-Defense,NA-17
HWM,Howmet Aerospace,Industrials-Defense/Aerospace,NA-17
BAESY,BAE Systems (ADR),Industrials-Defense,NA-17
RNMBY,Rheinmetall (ADR),Industrials-Defense,NA-17
ETN,Eaton Corporation,Industrials-Electrical/Grid,NA-18
PWR,Quanta Services,Industrials-Grid EPC,NA-18
GEV,GE Vernova,Industrials-Power Equipment,NA-18
FLNC,Fluence Energy,Industrials-Energy Storage,NA-18
HUBB,Hubbell Incorporated,Industrials-Electrical/Grid,NA-18
LLY,Eli Lilly,Health Care-GLP-1 Pharma,NA-19
NVO,Novo Nordisk (ADR),Health Care-GLP-1 Pharma,NA-19
ICLR,ICON plc,Health Care-CRO/CDMO,NA-19
LGND,Ligand Pharmaceuticals,Health Care-GLP-1 Peptide CDMO,NA-19
BSX,Boston Scientific,Health Care-Medical Devices,NA-20
RMD,ResMed,Health Care-Medical Devices,NA-20
ABBV,AbbVie,Health Care-Biopharma,NA-20
AMGN,Amgen,Health Care-Biopharma,NA-20
ISRG,Intuitive Surgical,Health Care-Medical Devices,NA-20
HCA,HCA Healthcare,Health Care-Hospitals,NA-20
ELV,Elevance Health,Health Care-Managed Care,NA-20
UNH,UnitedHealth Group,Health Care-Managed Care,NA-20;D7
UPS,United Parcel Service,Industrials-Transport,D3;D7
KR,Kroger,Consumer Staples-Grocery,D3;D7
MTDR,Matador Resources,Energy-Oil & Gas E&P,D1;D6
GRC,Gorman-Rupp,Industrials-Industrial Machinery,D1;D7
NBIS,Nebius Group,IT-AI Cloud Infrastructure,D2
ASTS,AST SpaceMobile,Communication Services-Satellite,D2
FDX,FedEx,Industrials-Transport,D3-spinoff FDXF
CTVA,Corteva,Materials-AgriChem,D3-spinoff Vylor
KBR,KBR Inc,Industrials-Engineering,D3-spinoff
MSGS,Madison Square Garden Sports,Communication Services-Sports,D3-spinoff
ANAB,AnaptysBio,Health Care-Biotech,D3-spinoff Atrium
WBD,Warner Bros Discovery,Communication Services-Media,D4-activist
MRNA,Moderna,Health Care-Biotech,D5-52wk low
BDX,Becton Dickinson,Health Care-Medical Devices,D5-52wk low
GOOGL,Alphabet,Communication Services,D8-Berkshire 13F +83%
DAL,Delta Air Lines,Industrials-Airlines,D8-Berkshire new position
M,Macy's,Consumer Discretionary-Retail,D8-Berkshire new position
UBER,Uber Technologies,Industrials-Mobility,D9-Ackman 13F core
BN,Brookfield Corporation,Financials-Alt Asset Mgmt,D9-Ackman 13F core
MSFT,Microsoft,IT-Software,D9-Ackman 13F
AMZN,Amazon,Consumer Discretionary-Ecommerce,D9-Ackman 13F
HHH,VanEck Semiconductor ETF,IT-Semiconductor ETF,D9-Ackman 13F
FN,Fabrinet,IT-Optical Networking,D7-earnings beat;D10-mover
ADI,Analog Devices,IT-Semiconductors,D7-earnings beat;D10-mover
JKHY,Jack Henry & Associates,IT-FinTech SaaS,D7-earnings beat
AS,Amer Sports,Consumer Discretionary-Sporting Goods,D10-mover
VRT,Vertiv Holdings,Industrials-Data Center Power,D7-estimate revision
BTDR,Bitdeer Technologies,Crypto-Bitcoin Mining,D9-Druckenmiller top pick Q2 2026
